longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,predicted_house_value,abs_error,pct_error
-118.31,34.16,37.0,2144.0,446.0,860.0,435.0,3.9464,315000.0,<1H OCEAN,284108.01,30891.98999999999,9.806980952380949
-118.62,34.2,23.0,3098.0,542.0,1486.0,492.0,5.7613,235800.0,<1H OCEAN,278425.02,42625.02000000002,18.076768447837157
-121.33,38.28,14.0,980.0,171.0,659.0,183.0,4.4306,170100.0,INLAND,155858.0,14242.0,8.372721928277484
-118.26,33.95,44.0,1481.0,329.0,999.0,315.0,1.5147,94600.0,<1H OCEAN,95083.0,483.0,0.5105708245243129
-120.41,34.86,15.0,978.0,187.0,407.0,182.0,4.375,158000.0,<1H OCEAN,235372.02,77372.01999999999,48.969632911392395
-119.08,36.2,30.0,1677.0,358.0,1159.0,365.0,2.4554,61200.0,INLAND,64746.0,3546.0,5.794117647058823
-117.21,33.02,26.0,3194.0,454.0,1032.0,406.0,10.156,500001.0,NEAR OCEAN,497369.97,2631.030000000028,0.5262049475901104
-122.47,37.66,18.0,4172.0,806.0,3226.0,790.0,5.7535,297900.0,NEAR OCEAN,323424.04,25524.03999999998,8.567989258140308
-121.92,36.62,52.0,728.0,161.0,313.0,142.0,3.4327,254500.0,NEAR OCEAN,277610.04,23110.03999999998,9.080565815324157
-119.13,36.13,28.0,1673.0,385.0,1434.0,371.0,2.0586,40900.0,INLAND,54177.0,13277.0,32.46210268948656
-118.46,33.99,52.0,1158.0,253.0,528.0,253.0,3.5234,334700.0,<1H OCEAN,347368.06,12668.059999999998,3.7848999103674923
-122.01,36.99,41.0,2548.0,508.0,1290.0,488.0,3.6902,233000.0,NEAR OCEAN,246395.0,13395.0,5.74892703862661
-118.15,34.17,46.0,2553.0,558.0,1740.0,492.0,2.0278,127500.0,<1H OCEAN,173526.04,46026.04000000001,36.09885490196079
-117.25,34.11,30.0,2173.0,560.0,1509.0,486.0,1.4079,67700.0,INLAND,73420.0,5720.0,8.44903988183161
-118.13,33.81,36.0,1749.0,322.0,855.0,319.0,4.6473,227100.0,<1H OCEAN,228871.0,1771.0,0.7798326728313518
-118.94,34.18,25.0,3502.0,508.0,1713.0,508.0,5.5181,242100.0,<1H OCEAN,271252.02,29152.02000000002,12.041313506815374
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,NEAR BAY,111228.0,7572.0,6.373737373737373
-117.08,32.7,37.0,2176.0,418.0,1301.0,375.0,2.875,98900.0,NEAR OCEAN,120929.0,22029.0,22.27401415571284
-118.19,33.98,40.0,973.0,272.0,1257.0,258.0,2.8214,158000.0,<1H OCEAN,151079.0,6921.0,4.380379746835443
-122.11,37.38,22.0,3638.0,719.0,1329.0,650.0,5.0804,500001.0,NEAR BAY,365492.16,134508.84000000003,26.901714196571614
-122.75,39.01,17.0,4162.0,967.0,889.0,414.0,3.4187,200500.0,INLAND,148043.0,52457.0,26.163092269326683
-122.67,38.25,32.0,1333.0,235.0,660.0,206.0,4.0729,288500.0,<1H OCEAN,255375.0,33125.0,11.481802426343155
-119.03,35.34,36.0,3474.0,645.0,1679.0,616.0,2.7256,71900.0,INLAND,69878.0,2022.0,2.812239221140473
-118.32,33.73,25.0,1099.0,168.0,407.0,159.0,7.6886,500001.0,NEAR OCEAN,436589.63,63411.369999999995,12.682248635502727
-118.12,33.75,47.0,3330.0,569.0,1220.0,557.0,7.3672,500001.0,NEAR OCEAN,472751.6,27249.400000000023,5.449869100261804
-117.25,32.8,37.0,1096.0,260.0,490.0,267.0,3.2663,270600.0,NEAR OCEAN,281463.03,10863.030000000028,4.014423503325952
-118.19,34.03,42.0,2250.0,629.0,2588.0,609.0,1.9719,134200.0,<1H OCEAN,139757.0,5557.0,4.140834575260804
-117.91,34.1,35.0,2746.0,478.0,1779.0,501.0,4.25,166700.0,<1H OCEAN,170410.0,3710.0,2.2255548890221957
-118.32,33.94,36.0,1153.0,224.0,639.0,226.0,4.0,192000.0,<1H OCEAN,173123.0,18877.0,9.831770833333334
-118.3,33.9,19.0,2421.0,689.0,1726.0,660.0,3.287,181400.0,<1H OCEAN,198466.0,17066.0,9.407938257993385
-117.47,33.94,34.0,2086.0,417.0,1501.0,395.0,3.2311,105600.0,INLAND,113060.0,7460.0,7.0643939393939394
-122.27,37.85,52.0,335.0,83.0,152.0,77.0,2.2841,106300.0,NEAR BAY,177992.06,71692.06,67.44314205079962
-119.29,36.32,33.0,2107.0,451.0,1364.0,442.0,2.2024,67200.0,INLAND,64477.0,2723.0,4.052083333333333
-118.22,34.12,37.0,1298.0,242.0,750.0,255.0,5.2049,240800.0,<1H OCEAN,299331.03,58531.03000000003,24.306906146179415
-122.35,37.98,34.0,3756.0,726.0,2237.0,686.0,3.7562,132900.0,NEAR BAY,136964.0,4064.0,3.057938299473288
-122.48,37.67,14.0,3395.0,1059.0,2258.0,945.0,2.964,319700.0,NEAR OCEAN,239830.01,79869.98999999999,24.982793243665935
-118.41,33.97,44.0,2789.0,503.0,3732.0,474.0,4.6176,352300.0,<1H OCEAN,327026.01,25273.98999999999,7.173996593812089
-117.15,33.16,5.0,4750.0,962.0,2726.0,905.0,3.5839,158500.0,<1H OCEAN,193040.0,34540.0,21.79179810725552
-118.41,34.19,45.0,1106.0,225.0,595.0,228.0,3.6625,190700.0,<1H OCEAN,208098.0,17398.0,9.123230204509701
-120.95,37.59,43.0,1561.0,354.0,862.0,332.0,1.8466,81500.0,INLAND,80414.0,1086.0,1.3325153374233127
-122.01,39.21,50.0,1592.0,372.0,781.0,307.0,2.2679,69100.0,INLAND,84673.0,15573.0,22.536903039073806
-116.98,32.79,32.0,3756.0,662.0,1611.0,598.0,3.8667,189700.0,<1H OCEAN,166924.0,22776.0,12.00632577754349
-118.34,34.26,37.0,1776.0,301.0,702.0,265.0,5.2661,314900.0,<1H OCEAN,322386.07,7486.070000000007,2.3772848523340766
-118.31,33.88,35.0,1939.0,412.0,1036.0,400.0,3.5556,238000.0,<1H OCEAN,236838.0,1162.0,0.48823529411764705
-117.13,32.73,52.0,1911.0,415.0,777.0,412.0,2.2429,221100.0,NEAR OCEAN,175546.0,45554.0,20.603346901854362
-117.12,32.9,13.0,1743.0,363.0,854.0,353.0,4.6667,138200.0,<1H OCEAN,181415.0,43215.0,31.2698986975398
-121.33,38.01,27.0,1612.0,234.0,630.0,255.0,5.318,155100.0,INLAND,162471.0,7371.0,4.752417794970986
-117.09,32.64,30.0,3171.0,862.0,2126.0,800.0,2.507,142700.0,NEAR OCEAN,110222.0,32478.0,22.759635599159076
-118.94,34.17,16.0,3746.0,508.0,1556.0,452.0,6.3303,299400.0,<1H OCEAN,289143.0,10257.0,3.425851703406814
-117.46,34.85,7.0,9759.0,1816.0,2933.0,1168.0,3.4912,157700.0,INLAND,103008.0,54692.0,34.68103994927077
-118.19,34.12,44.0,1219.0,324.0,1036.0,282.0,4.0417,170600.0,<1H OCEAN,199625.0,29025.0,17.013481828839392
-117.11,32.75,11.0,1607.0,478.0,1384.0,450.0,2.05,100000.0,NEAR OCEAN,103410.0,3410.0,3.4099999999999997
-118.28,34.04,48.0,1521.0,513.0,1772.0,458.0,2.2232,162500.0,<1H OCEAN,141350.0,21150.0,13.015384615384615
-122.44,37.72,49.0,1557.0,405.0,1173.0,385.0,3.4605,265000.0,NEAR BAY,239596.0,25404.0,9.586415094339623
-121.96,37.34,34.0,1461.0,299.0,739.0,276.0,3.4375,252600.0,<1H OCEAN,261548.0,8948.0,3.542359461599367
-121.45,36.51,29.0,1045.0,311.0,1245.0,273.0,1.775,112500.0,<1H OCEAN,127155.0,14655.0,13.026666666666667
-118.22,33.96,42.0,1380.0,331.0,1290.0,288.0,2.8,161800.0,<1H OCEAN,145681.0,16119.0,9.96229913473424
-118.08,34.0,35.0,1188.0,342.0,1373.0,332.0,2.9107,150900.0,<1H OCEAN,155328.0,4428.0,2.9343936381709743
-114.6,34.83,46.0,1497.0,309.0,787.0,271.0,2.1908,48100.0,INLAND,61208.93,13108.93,27.253492723492723
-121.28,38.68,14.0,11442.0,2690.0,6068.0,2435.0,2.6016,121200.0,INLAND,125008.0,3808.0,3.141914191419142
-117.86,33.63,17.0,3095.0,551.0,1175.0,534.0,5.3099,500001.0,<1H OCEAN,299578.11,200422.89,40.08449783100434
-118.36,33.98,45.0,1559.0,305.0,891.0,341.0,4.4038,259400.0,<1H OCEAN,229065.0,30335.0,11.694294525828836
-122.55,38.03,29.0,7174.0,1169.0,3063.0,1172.0,6.0902,293200.0,NEAR BAY,363499.04,70299.03999999998,23.97648021828103
-118.37,34.14,21.0,4670.0,1161.0,1914.0,1094.0,3.7986,367700.0,<1H OCEAN,349985.11,17714.890000000014,4.817756323089479
-122.06,37.95,36.0,2213.0,386.0,950.0,370.0,4.7386,186400.0,NEAR BAY,209233.0,22833.0,12.249463519313304
-117.9,33.67,26.0,2507.0,393.0,1333.0,392.0,6.1601,266100.0,<1H OCEAN,286998.0,20898.0,7.853438556933484
-122.07,40.95,14.0,2721.0,627.0,1356.0,468.0,3.0299,73200.0,INLAND,97688.0,24488.0,33.45355191256831
-118.13,33.93,34.0,2122.0,517.0,1578.0,488.0,3.1496,191900.0,<1H OCEAN,206355.0,14455.0,7.532569046378322
-118.3,34.03,40.0,1695.0,374.0,1138.0,357.0,2.7125,150000.0,<1H OCEAN,135194.0,14806.0,9.870666666666667
-121.85,38.0,26.0,3364.0,570.0,1806.0,566.0,4.2647,133400.0,INLAND,145330.0,11930.0,8.943028485757122
-118.45,34.18,22.0,2516.0,826.0,3350.0,713.0,2.0192,158300.0,<1H OCEAN,185116.0,26816.0,16.939987365761215
-114.61,34.84,48.0,1291.0,248.0,580.0,211.0,2.1571,48600.0,INLAND,59529.91,10929.910000000003,22.4895267489712
-122.03,37.31,19.0,2885.0,859.0,1520.0,784.0,3.375,275700.0,<1H OCEAN,288579.08,12879.080000000016,4.671410953935443
-121.44,38.54,44.0,2570.0,509.0,1145.0,503.0,2.5694,92400.0,INLAND,87421.0,4979.0,5.388528138528138
-121.35,38.0,22.0,3564.0,730.0,1539.0,699.0,3.675,152400.0,INLAND,134069.0,18331.0,12.028215223097114
-120.6,35.6,13.0,4461.0,764.0,1795.0,640.0,4.475,206900.0,<1H OCEAN,244790.0,37890.0,18.313194780087
-118.27,34.07,42.0,1175.0,428.0,1593.0,407.0,2.3438,213300.0,<1H OCEAN,183798.0,29502.0,13.831223628691983
-122.4,38.46,33.0,2542.0,466.0,1099.0,420.0,4.635,248500.0,INLAND,272094.0,23594.0,9.49456740442656
-121.9,37.1,23.0,1708.0,287.0,670.0,238.0,6.4517,356600.0,<1H OCEAN,295395.03,61204.96999999997,17.163480089736392
-117.78,33.76,25.0,2260.0,261.0,719.0,254.0,11.4537,500001.0,<1H OCEAN,489215.41,10785.590000000026,2.1571136857726336
-117.24,34.13,26.0,3774.0,716.0,1913.0,620.0,3.3534,98900.0,INLAND,105566.0,6666.0,6.740141557128412
-118.11,33.87,15.0,3254.0,598.0,1772.0,618.0,5.0417,240800.0,<1H OCEAN,235832.0,4968.0,2.0631229235880397
-118.15,34.11,52.0,2375.0,369.0,930.0,351.0,7.4111,469100.0,<1H OCEAN,459442.56,9657.440000000002,2.0587166915369863
-118.29,33.98,48.0,1124.0,231.0,783.0,223.0,3.4444,93100.0,<1H OCEAN,131083.0,37983.0,40.798066595059076
-117.92,34.08,35.0,1860.0,323.0,1011.0,305.0,3.5536,207000.0,<1H OCEAN,197565.0,9435.0,4.557971014492754
-117.93,34.15,14.0,9610.0,2005.0,4723.0,1907.0,4.0393,156800.0,INLAND,189670.0,32870.0,20.963010204081634
-117.09,32.99,18.0,3215.0,588.0,1618.0,509.0,4.6028,216800.0,<1H OCEAN,199124.0,17676.0,8.153136531365314
-118.36,33.84,35.0,1577.0,279.0,743.0,274.0,5.7654,343000.0,<1H OCEAN,327319.02,15680.979999999981,4.571714285714281
-121.94,36.98,21.0,3520.0,831.0,1486.0,753.0,3.0905,264300.0,NEAR OCEAN,264936.0,636.0,0.24063564131668558
-117.92,33.84,45.0,2019.0,394.0,1549.0,377.0,4.6111,223000.0,<1H OCEAN,195443.0,27557.0,12.357399103139013
-118.34,34.01,35.0,1359.0,359.0,655.0,341.0,2.5568,312500.0,<1H OCEAN,178360.01,134139.99,42.924796799999996
-117.08,34.96,28.0,1777.0,307.0,721.0,259.0,3.6343,79800.0,INLAND,74632.0,5168.0,6.476190476190475
-117.24,33.23,21.0,1718.0,308.0,1194.0,312.0,3.4359,150900.0,<1H OCEAN,174951.01,24051.01000000001,15.93837640821737
-118.19,34.19,34.0,2061.0,260.0,825.0,254.0,15.0001,500001.0,<1H OCEAN,499705.98,295.0200000000186,0.05900388199223974
-124.16,40.79,52.0,1264.0,277.0,591.0,284.0,1.7778,76900.0,NEAR OCEAN,69444.0,7456.0,9.695708712613785
-118.33,34.01,43.0,2227.0,564.0,956.0,472.0,2.0217,187500.0,<1H OCEAN,170116.0,17384.0,9.271466666666667
-117.2,34.04,24.0,1587.0,222.0,676.0,234.0,6.0715,173400.0,INLAND,160282.0,13118.0,7.565167243367936
-117.84,33.77,26.0,3350.0,581.0,1314.0,550.0,3.5195,249100.0,<1H OCEAN,227047.0,22053.0,8.853071055800884
-117.66,35.6,14.0,1740.0,391.0,850.0,317.0,2.5812,91700.0,INLAND,84068.0,7632.0,8.322791712104689
-118.22,34.08,34.0,1709.0,562.0,2105.0,503.0,1.9704,152100.0,<1H OCEAN,156455.01,4355.010000000009,2.863254437869829
-118.46,34.17,24.0,2814.0,675.0,1463.0,620.0,4.1875,309300.0,<1H OCEAN,253162.0,56138.0,18.150016165535078
-122.27,37.85,52.0,1228.0,293.0,648.0,303.0,2.1202,155500.0,NEAR BAY,145213.0,10287.0,6.615434083601286
-118.38,33.87,27.0,2287.0,491.0,1101.0,466.0,4.675,316900.0,<1H OCEAN,373606.01,56706.01000000001,17.893976017671193
-117.25,32.94,16.0,4755.0,807.0,1829.0,756.0,6.7694,425900.0,NEAR OCEAN,350868.02,75031.97999999998,17.617276355952097
-122.31,37.54,46.0,2444.0,397.0,952.0,402.0,4.75,388200.0,NEAR OCEAN,365483.12,22716.880000000005,5.851849562081402
-119.72,36.76,23.0,6403.0,,3573.0,1260.0,2.3006,69000.0,INLAND,75084.0,6084.0,8.817391304347826
-118.0,33.94,37.0,903.0,158.0,444.0,158.0,3.75,174400.0,<1H OCEAN,184418.0,10018.0,5.7442660550458715
-121.15,38.89,20.0,2024.0,313.0,879.0,309.0,5.2903,239400.0,INLAND,199100.0,40300.0,16.83375104427736
-122.0,37.36,19.0,2237.0,433.0,1158.0,426.0,6.7718,368300.0,<1H OCEAN,327950.0,40350.0,10.955742601140376
-121.9,38.01,16.0,2604.0,454.0,1696.0,481.0,4.6628,136000.0,INLAND,163816.0,27816.0,20.45294117647059
-122.78,38.52,23.0,2511.0,549.0,1052.0,527.0,2.4922,192000.0,<1H OCEAN,172012.0,19988.0,10.410416666666666
-117.2,34.13,14.0,3998.0,711.0,1509.0,665.0,3.4138,126700.0,INLAND,110454.0,16246.0,12.822415153906865
-118.13,34.44,10.0,2726.0,465.0,1773.0,459.0,4.8295,319100.0,INLAND,236408.0,82692.0,25.914133500470072
-118.38,34.15,36.0,2933.0,619.0,1115.0,579.0,4.3036,365900.0,<1H OCEAN,407950.14,42050.140000000014,11.492249248428536
-118.9,34.26,5.0,25187.0,3521.0,11956.0,3478.0,6.9712,321300.0,<1H OCEAN,346428.05,25128.04999999999,7.820743853096792
-121.82,37.35,24.0,2298.0,575.0,2409.0,569.0,3.4509,182400.0,<1H OCEAN,184543.0,2143.0,1.174890350877193
-119.57,36.7,30.0,2370.0,412.0,1248.0,410.0,3.1442,72300.0,INLAND,89314.0,17014.0,23.53250345781466
-118.59,34.25,15.0,9716.0,2387.0,4992.0,2225.0,3.6231,193300.0,<1H OCEAN,224540.0,31240.0,16.161407139161923
-117.5,34.66,20.0,1319.0,309.0,486.0,196.0,2.0184,84900.0,INLAND,97811.99,12911.990000000005,15.208468786808016
-122.04,37.3,25.0,3807.0,600.0,1678.0,600.0,6.6818,411300.0,<1H OCEAN,353210.08,58089.919999999984,14.123491368830535
-117.83,33.75,34.0,2660.0,601.0,1475.0,567.0,3.4152,210200.0,<1H OCEAN,183256.0,26944.0,12.818268315889627
-117.05,33.52,5.0,3471.0,530.0,1541.0,502.0,4.8083,347700.0,<1H OCEAN,230196.0,117504.0,33.7946505608283
-116.33,33.75,5.0,19107.0,3923.0,2880.0,1376.0,4.036,158500.0,INLAND,160023.04,1523.0400000000081,0.9609085173501628
-118.92,34.4,23.0,1290.0,283.0,1060.0,279.0,3.3152,198000.0,<1H OCEAN,186621.0,11379.0,5.746969696969697
-118.43,34.3,28.0,271.0,61.0,246.0,62.0,1.7062,164600.0,<1H OCEAN,198400.05,33800.04999999999,20.534659781287964
-120.99,38.67,8.0,4913.0,744.0,2005.0,723.0,5.4413,187900.0,INLAND,208206.0,20306.0,10.80681213411389
-119.77,36.77,38.0,3065.0,658.0,1441.0,625.0,2.0564,64700.0,INLAND,66529.0,1829.0,2.8268933539412675
-120.67,38.76,35.0,2104.0,403.0,1060.0,400.0,2.1682,138100.0,INLAND,98155.0,39945.0,28.924692251991313
-122.11,37.89,32.0,2372.0,516.0,1067.0,492.0,4.3235,279500.0,NEAR BAY,274900.0,4600.0,1.6457960644007157
-121.28,38.9,31.0,1297.0,259.0,765.0,240.0,2.7656,93600.0,INLAND,98128.0,4528.0,4.837606837606838
-117.25,33.2,10.0,2050.0,473.0,1302.0,471.0,2.7961,131300.0,<1H OCEAN,142307.0,11007.0,8.383092155369383
-117.47,33.98,8.0,12106.0,1913.0,5810.0,1717.0,4.9886,158100.0,INLAND,162199.0,4099.0,2.592662871600253
-118.08,33.9,42.0,1768.0,372.0,1155.0,368.0,3.558,161100.0,<1H OCEAN,178077.0,16977.0,10.538175046554935
-118.32,33.79,21.0,6638.0,1634.0,3240.0,1568.0,3.6797,271100.0,<1H OCEAN,333625.0,62525.0,23.063445223164884
-122.38,41.54,14.0,4453.0,797.0,1817.0,685.0,2.7468,81100.0,INLAND,94205.0,13105.0,16.159062885326758
-118.31,34.02,41.0,1046.0,216.0,727.0,201.0,1.6667,116900.0,<1H OCEAN,132540.0,15640.0,13.378956372968348
-117.84,34.13,26.0,3773.0,694.0,2103.0,688.0,4.6937,198000.0,INLAND,216682.0,18682.0,9.435353535353535
-117.63,34.09,8.0,3557.0,890.0,2251.0,765.0,2.6818,114100.0,INLAND,119848.0,5748.0,5.0376862401402285
-117.64,33.63,10.0,4814.0,643.0,1808.0,588.0,8.798,436600.0,<1H OCEAN,379992.07,56607.92999999999,12.965627576729268
-122.28,37.52,27.0,2958.0,655.0,1285.0,577.0,4.0801,397800.0,NEAR OCEAN,329175.0,68625.0,17.251131221719458
-122.78,38.37,21.0,795.0,163.0,414.0,162.0,3.7991,175000.0,<1H OCEAN,208523.0,33523.0,19.156000000000002
-119.83,36.77,23.0,2168.0,503.0,1190.0,425.0,2.625,71600.0,INLAND,72615.0,1015.0,1.4175977653631286
-116.35,34.13,9.0,1969.0,406.0,805.0,349.0,1.5491,62300.0,INLAND,72703.0,10403.0,16.698234349919744
-116.52,33.84,17.0,4465.0,859.0,853.0,445.0,3.6875,130400.0,INLAND,135276.0,4876.0,3.739263803680982
-120.97,38.65,9.0,3707.0,602.0,1601.0,555.0,4.0714,300600.0,INLAND,176402.0,124198.0,41.3166999334664
-122.43,37.8,52.0,3172.0,848.0,1259.0,806.0,4.1047,466700.0,NEAR BAY,488572.8,21872.79999999999,4.686693807585169
-118.12,33.96,38.0,2105.0,348.0,956.0,350.0,4.4125,246000.0,<1H OCEAN,239379.0,6621.0,2.6914634146341463
-119.52,36.61,33.0,1225.0,275.0,1065.0,248.0,1.8958,55100.0,INLAND,60040.0,4940.0,8.96551724137931
-116.96,32.79,35.0,1081.0,266.0,691.0,259.0,2.6324,133700.0,<1H OCEAN,154268.0,20568.0,15.383694839192222
-121.54,39.47,14.0,1724.0,315.0,939.0,302.0,2.4952,53900.0,INLAND,91780.0,37880.0,70.27829313543599
-121.13,36.2,16.0,1868.0,443.0,1323.0,436.0,2.9559,163200.0,<1H OCEAN,168820.0,5620.0,3.4436274509803924
-121.41,38.58,18.0,6955.0,1882.0,2803.0,1740.0,3.089,141400.0,INLAND,135392.0,6008.0,4.248939179632249
-118.16,33.85,36.0,1979.0,339.0,952.0,339.0,4.0815,216200.0,<1H OCEAN,217468.0,1268.0,0.5864939870490287
-121.43,38.57,46.0,2443.0,476.0,939.0,457.0,3.5893,142000.0,INLAND,137507.0,4493.0,3.164084507042254
-118.31,34.06,24.0,1336.0,453.0,1268.0,426.0,2.8202,500001.0,<1H OCEAN,250744.03,249256.97,49.85129429741141
-121.2,39.23,9.0,2802.0,447.0,955.0,418.0,5.2359,213300.0,INLAND,184116.0,29184.0,13.682137834036567
-117.89,33.74,34.0,1759.0,353.0,2083.0,330.0,3.2292,160600.0,<1H OCEAN,166339.0,5739.0,3.573474470734745
-121.77,36.71,18.0,6601.0,1395.0,3562.0,1299.0,3.512,174800.0,<1H OCEAN,217433.01,42633.01000000001,24.389593821510303
-118.02,33.96,36.0,2002.0,361.0,913.0,311.0,4.5446,244700.0,<1H OCEAN,221869.01,22830.98999999999,9.3301961585615
-121.27,38.65,33.0,1984.0,289.0,842.0,276.0,5.2949,173300.0,INLAND,195300.0,22000.0,12.694748990190421
-122.28,37.85,49.0,1130.0,244.0,607.0,239.0,2.4597,93800.0,NEAR BAY,136388.0,42588.0,45.40298507462687
-118.38,34.08,48.0,1226.0,288.0,370.0,264.0,3.9375,450000.0,<1H OCEAN,400127.17,49872.830000000016,11.082851111111115
-121.98,37.31,28.0,3840.0,629.0,1883.0,662.0,6.4095,335900.0,<1H OCEAN,339209.05,3309.0499999999884,0.9851295028282192
-116.72,33.56,13.0,3166.0,682.0,1250.0,475.0,2.355,122900.0,INLAND,135477.0,12577.0,10.233523189585028
-118.0,33.92,26.0,2830.0,399.0,1204.0,404.0,6.1273,289600.0,<1H OCEAN,289709.0,109.0,0.03763812154696133
-118.17,33.91,39.0,1157.0,273.0,877.0,305.0,3.1087,171000.0,<1H OCEAN,147824.0,23176.0,13.553216374269006
-117.08,33.01,5.0,5659.0,931.0,2565.0,902.0,6.1949,238700.0,<1H OCEAN,273410.0,34710.0,14.541265186426477
-122.13,36.97,27.0,991.0,194.0,543.0,155.0,4.7188,350000.0,NEAR OCEAN,268937.05,81062.95000000001,23.16084285714286
-117.51,34.0,36.0,3791.0,746.0,2258.0,672.0,3.2067,124700.0,INLAND,125858.0,1158.0,0.9286287089013632
-118.46,34.27,28.0,1865.0,463.0,1182.0,440.0,2.6193,172300.0,<1H OCEAN,175187.0,2887.0,1.6755658734764947
-120.26,38.13,17.0,301.0,94.0,122.0,47.0,4.0583,87500.0,INLAND,144711.0,57211.0,65.384
-118.44,34.27,36.0,1111.0,275.0,1333.0,266.0,3.5347,158100.0,<1H OCEAN,153102.0,4998.0,3.1612903225806455
-117.21,32.85,15.0,2593.0,521.0,901.0,456.0,4.2065,277800.0,NEAR OCEAN,223098.0,54702.0,19.691144708423323
-122.86,38.62,35.0,2597.0,522.0,1231.0,499.0,2.7432,174000.0,<1H OCEAN,177707.0,3707.0,2.1304597701149426
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,NEAR BAY,369726.11,826.109999999986,0.22393873678503282
-121.03,37.63,5.0,2881.0,584.0,1490.0,570.0,3.0398,120000.0,INLAND,133434.0,13434.0,11.195
-118.33,33.88,36.0,1271.0,346.0,811.0,345.0,3.2417,283300.0,<1H OCEAN,235888.0,47412.0,16.735615954818215
-119.68,36.8,7.0,2855.0,518.0,1748.0,498.0,4.2066,88400.0,INLAND,99637.0,11237.0,12.71153846153846
-117.2,32.76,40.0,581.0,157.0,298.0,156.0,2.4,255000.0,NEAR OCEAN,235548.1,19451.899999999994,7.628196078431371
-118.46,34.01,43.0,513.0,98.0,266.0,103.0,5.6428,343100.0,<1H OCEAN,319445.07,23654.929999999993,6.894470999708538
-117.83,34.15,20.0,2421.0,306.0,1023.0,298.0,8.0683,451500.0,INLAND,356184.01,95315.98999999999,21.110961240310075
-117.33,34.07,32.0,2086.0,458.0,1355.0,412.0,2.5238,89200.0,INLAND,90366.0,1166.0,1.3071748878923766
-120.37,37.98,29.0,2508.0,591.0,1112.0,550.0,1.6021,91400.0,INLAND,103056.0,11656.0,12.752735229759299
-117.09,32.81,7.0,6100.0,1185.0,2710.0,1040.0,5.5673,288200.0,NEAR OCEAN,235412.0,52788.0,18.31644691186676
-122.12,37.75,28.0,794.0,111.0,329.0,109.0,7.6923,329800.0,NEAR BAY,372246.19,42446.19,12.870281989084296
-117.91,33.61,38.0,1232.0,178.0,410.0,171.0,11.075,500001.0,<1H OCEAN,498933.94,1067.0599999999977,0.2134115731768532
-120.0,35.91,16.0,259.0,53.0,131.0,38.0,3.125,62500.0,INLAND,79908.0,17408.0,27.8528
-118.42,34.19,34.0,2622.0,572.0,1997.0,573.0,3.338,222500.0,<1H OCEAN,216397.0,6103.0,2.7429213483146064
-120.71,40.36,19.0,4462.0,828.0,2229.0,777.0,3.5536,105700.0,INLAND,110189.0,4489.0,4.246925260170293
-120.48,37.32,13.0,3641.0,897.0,1737.0,788.0,2.1418,130600.0,INLAND,97184.0,33416.0,25.58652373660031
-124.16,40.95,20.0,1075.0,214.0,529.0,196.0,3.1406,96000.0,NEAR OCEAN,117968.0,21968.0,22.883333333333333
-118.4,34.22,36.0,2557.0,540.0,1556.0,491.0,3.6591,183800.0,<1H OCEAN,193101.0,9301.0,5.060391730141458
-117.1,32.67,22.0,1690.0,541.0,1669.0,494.0,2.0213,110600.0,NEAR OCEAN,98444.0,12156.0,10.990958408679928
-118.28,34.08,42.0,1618.0,522.0,1454.0,440.0,3.1607,182000.0,<1H OCEAN,221030.0,39030.0,21.445054945054945
-118.21,33.79,33.0,32.0,18.0,96.0,36.0,4.5938,112500.0,NEAR OCEAN,228415.03,115915.03,103.03558222222222
-117.29,34.12,40.0,2198.0,612.0,1517.0,531.0,1.0951,65800.0,INLAND,75918.0,10118.0,15.376899696048632
-118.21,33.9,41.0,941.0,233.0,973.0,253.0,1.9583,102300.0,<1H OCEAN,124644.0,22344.0,21.841642228739
-118.01,34.08,35.0,1852.0,358.0,1414.0,347.0,4.275,173600.0,INLAND,223901.0,50301.0,28.975230414746544
-122.48,37.59,29.0,5889.0,959.0,2784.0,923.0,5.3991,273000.0,NEAR OCEAN,297494.0,24494.0,8.972161172161172
-118.32,34.09,34.0,1478.0,675.0,1976.0,653.0,2.0557,225000.0,<1H OCEAN,214514.0,10486.0,4.660444444444444
-122.41,37.73,33.0,2789.0,567.0,1682.0,552.0,3.8643,276200.0,NEAR BAY,248270.0,27930.0,10.112237509051413
-116.97,32.65,4.0,16450.0,2833.0,7985.0,2683.0,5.6631,233400.0,NEAR OCEAN,249663.01,16263.01000000001,6.967870608397604
-122.23,37.82,52.0,1611.0,203.0,556.0,179.0,8.7477,500001.0,NEAR BAY,441788.22,58212.78000000003,11.642532714934575
-118.6,34.07,16.0,319.0,59.0,149.0,64.0,4.625,433300.0,<1H OCEAN,373705.28,59594.71999999997,13.753685668128309
-117.82,33.67,15.0,1010.0,274.0,649.0,261.0,2.5197,350000.0,<1H OCEAN,176603.0,173397.0,49.542
-122.51,37.76,43.0,2527.0,619.0,1332.0,558.0,3.0465,274200.0,NEAR OCEAN,312017.0,37817.0,13.791757840991977
-121.95,37.32,33.0,726.0,168.0,351.0,147.0,3.1458,270500.0,<1H OCEAN,250377.0,20123.0,7.4391866913123845
